,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
499,N.W. College        ,18.534508,73.879278,Fantasy,18.534968751064294,73.87997230791882,Juice Bar
500,N.W. College        ,18.534508,73.879278,Chaitanya Paratha,18.534843740542005,73.87806000860897,Indian Restaurant
501,N.W. College        ,18.534508,73.879278,Godrej Nature's Basket,18.535272728133712,73.87810766925728,Department Store
502,N.W. College        ,18.534508,73.879278,Madhuban Restaurant,18.533437584339094,73.8765745915414,Indian Restaurant
503,N.W. College        ,18.534508,73.879278,KFC,18.532262185590277,73.87691312112662,Fast Food Restaurant
504,N.W. College        ,18.534508,73.879278,Reliance Fresh,18.533471759560637,73.87668022288015,Department Store
505,N.W. College        ,18.534508,73.879278,Orra Diamond Jewellery,18.536965,73.881282,Jewelry Store
506,N.W. College        ,18.534508,73.879278,Nandus,18.536043537408318,73.87606743741512,Indian Restaurant
507,Nana Peth        ,18.514228,73.86968900000001,Cinnamon Restaurant,18.516879458484656,73.87119789868068,Indian Restaurant
508,Nanded          ,18.458733,73.798914,Relax,18.457194512957912,73.80094370787029,Diner
509,Navsahyadri          ,18.482529,73.809557,Narayan Khamang Dhokla and Sweets,18.48374539931926,73.81016915202703,Snack Place
510,Navsahyadri          ,18.482529,73.809557,Mad About China,18.484186958699013,73.80938219125201,Chinese Restaurant
511,Navsahyadri          ,18.482529,73.809557,Honeywell,18.48283405363577,73.8081586621007,Bakery
512,Navsahyadri          ,18.482529,73.809557,Axis Bank ATM,18.4823,73.8066,ATM
513,Nehrunagar          ,18.632597,73.82166099999999,Ritya's dairy,18.63336199741055,73.8200432339744,Cheese Shop
514,Nehrunagar          ,18.632597,73.82166099999999,swagat udupi lunch home,18.631454467773438,73.8196029663086,Indian Restaurant
515,Nehrunagar          ,18.632597,73.82166099999999,Siddhi Vinayak Eateries,18.630260467529297,73.82212829589844,Breakfast Spot
516,Nehrunagar          ,18.632597,73.82166099999999,Hotel RR,18.634471376080025,73.82011790520465,Restaurant
517,Nehrunagar          ,18.632597,73.82166099999999,Magar Stadium,18.635694999495804,73.82192723795005,Baseball Stadium
518,P.C.N.T.          ,18.653164999999998,73.767663,Cafe Aroma,18.650154963619897,73.76656638835304,Café
519,P.C.N.T.          ,18.653164999999998,73.767663,Eat- The Good Food Place,18.65377051272392,73.77121373060317,Mexican Restaurant
520,P.C.N.T.          ,18.653164999999998,73.767663,Rasoi Se,18.656126398078232,73.76962124815076,Diner
521,P.C.N.T.          ,18.653164999999998,73.767663,Pingara Veg Restaurant,18.653709339529392,73.77132863758911,Indian Restaurant
522,Parvati Gaon        ,18.49731,73.851095,Parvati,18.498190564461044,73.84958786400306,Trail
523,Parvati Gaon        ,18.49731,73.851095,Naivedyam,18.497347000291647,73.85397553057236,Fast Food Restaurant
524,Parvati Gaon        ,18.49731,73.851095,City Plaza Restaurant,18.49787792281703,73.85428564990278,Indian Restaurant
525,Parvati Gaon        ,18.49731,73.851095,Hotel Vedant,18.497013081744143,73.85439476584729,Indian Restaurant
526,Parvati Gaon        ,18.49731,73.851095,S. R. S. Travels,18.496797751373208,73.85440050879006,Bus Station
527,Parvati Gaon        ,18.49731,73.851095,Suras Dining Hall,18.498155937293955,73.85437753701797,Indian Restaurant
528,Parvati Gaon        ,18.49731,73.851095,Patil Plaza,18.49597432221832,73.85447892964636,Office
529,Parvati          ,18.488743,73.847787,Relax Pure Veg,18.49038966316352,73.84982821455138,Vegetarian / Vegan Restaurant
530,Parvati          ,18.488743,73.847787,Reliance Fresh,18.48964565544959,73.84912841682454,Convenience Store
531,Parvati          ,18.488743,73.847787,Shri Samartha Sandwich,18.489670064782317,73.84988076102016,Sandwich Place
532,Parvati          ,18.488743,73.847787,Ambika Market,18.490689947763933,73.8449478149414,Convenience Store
533,Pimple Gurav        ,18.585982,73.812126,Hotel Swad,18.5865509814338,73.81429920887642,Indian Restaurant
534,Pimpri Colony        ,18.492947,73.856792,Mankar Dosa Centre,18.491048922360832,73.85801673477192,Southern / Soul Food Restaurant
535,Pimpri Colony        ,18.492947,73.856792,Cafe Chocolade,18.49090265181395,73.85788070128778,Ice Cream Shop
536,Pimpri Colony        ,18.492947,73.856792,Cafe Bistro,18.490099609488315,73.858025867468,Bistro
537,Pimpri Colony        ,18.492947,73.856792,Shreyas Siddhi,18.492436516375907,73.85717433056168,Indian Restaurant
538,Pimpri Colony        ,18.492947,73.856792,Monginis Cake Shop,18.49309234582621,73.85417079094847,Bakery
539,Pimpri Colony        ,18.492947,73.856792,Katakirr Misal,18.49001,73.857977,Breakfast Spot
540,Pimpri P F      ,18.623082,73.80883,Baskin-Robbins,18.621998961733567,73.81039892100799,Ice Cream Shop
541,Pimpri P F      ,18.623082,73.80883,A.R.C [H.A] Badminton Court,18.62330536836706,73.81118013355389,Tennis Court
542,Pimpri P F      ,18.623082,73.80883,Roxy Hotel,18.62539491167099,73.80621133959633,Indian Restaurant
543,Pimpri Waghire        ,18.623232,73.802251,Croma,18.625418668232076,73.80167393314457,Electronics Store
544,Pimpri Waghire        ,18.623232,73.802251,Mahadev Patiswala,18.62014583042024,73.80362062431706,Breakfast Spot
545,Pimpri Waghire        ,18.623232,73.802251,Mobile Point,18.622019855164773,73.80229055041698,Electronics Store
546,Pimpri Waghire        ,18.623232,73.802251,Pimpri Market,18.62184955775321,73.80229365951044,Market
547,Punawale          ,18.637202,73.745784,My Idea Store,18.638433,73.746344,Mobile Phone Shop
548,Punawale          ,18.637202,73.745784,"Pikachu Restaurant, Punvale",18.639286041259766,73.74773406982422,Indian Restaurant
549,Punawale          ,18.637202,73.745784,royal garden,18.63810157775879,73.74937438964844,Asian Restaurant
550,Pune Cantt East      ,18.511841,73.879976,Thousand Oaks  / 1000 Oaks,18.510671720653598,73.87999263541404,Bar
551,Pune Cantt East      ,18.511841,73.879976,Venky's Chicken,18.513503048807866,73.87976573679676,Fast Food Restaurant
552,Pune Cantt East      ,18.511841,73.879976,11 East Street Cafe,18.512403447489135,73.88031499121894,Bar
553,Pune Cantt East      ,18.511841,73.879976,Marz O Rin,18.51185910691139,73.88015591898002,Café
554,Pune Cantt East      ,18.511841,73.879976,Kayani Bakery,18.51479706269301,73.87985980267678,Bakery
555,Pune Cantt East      ,18.511841,73.879976,Kareem's,18.51423826998531,73.87980916072576,Indian Restaurant
556,Pune Cantt East      ,18.511841,73.879976,Kohinoor restaurant,18.511418935387645,73.87873567895245,Breakfast Spot
557,Pune Cantt East      ,18.511841,73.879976,Om Jai Shankar Pani Puri,18.511730576956282,73.87641365049377,Snack Place
558,Pune Cantt East      ,18.511841,73.879976,Poona Cold Drink & Coffee House,18.511446783062645,73.87861126389635,Ice Cream Shop
559,Pune Cantt East      ,18.511841,73.879976,Zaika The Veg Treat,18.512241877992427,73.87877778865771,Indian Chinese Restaurant
560,Pune Cantt East      ,18.511841,73.879976,Priya Restaurant,18.511606308993773,73.87882981672688,Snack Place
561,Pune Cantt East      ,18.511841,73.879976,Badshah,18.514381234818085,73.8798577502319,Indian Restaurant
562,Pune Cantt East      ,18.511841,73.879976,C.T. Pundole & sons,18.512302604215186,73.87887740382402,Watch Shop
563,Pune Cantt East      ,18.511841,73.879976,Radio Hotel,18.5139005525893,73.87732921010343,Indian Restaurant
564,Pune Cantt East      ,18.511841,73.879976,Grand Darbar,18.508945264752132,73.87952427711905,Indian Restaurant
565,Pune Cantt East      ,18.511841,73.879976,Karachi Sweet Mart,18.51517540681883,73.87879317782782,Indian Restaurant
566,Pune Cantt East      ,18.511841,73.879976,Kings,18.514271983458094,73.87978841850867,Indian Restaurant
567,Pune Cantt East      ,18.511841,73.879976,Bagban-E-Khaas (Baghban Restaurant),18.514136212372847,73.87986969269402,Indian Restaurant
568,Pune Cantt East      ,18.511841,73.879976,Kwality restaurant,18.51495663949935,73.87978888408483,Indian Restaurant
569,Pune Cantt East      ,18.511841,73.879976,Fashion Street,18.509518329512726,73.87911657992728,Thrift / Vintage Store
570,Pune Cantt East      ,18.511841,73.879976,Sarangi,18.514658392511233,73.87981712950781,Indian Restaurant
571,Pune City        ,18.515797,73.856605,Lal Mahal,18.518719674058865,73.85655641555786,Historic Site
572,Pune City        ,18.515797,73.856605,Shrikrishna Bhuvan,18.51349411364069,73.85507354346112,Snack Place
573,Pune City        ,18.515797,73.856605,Hotel Agatya,18.514450921596094,73.85427023461997,Indian Restaurant
574,Pune City        ,18.515797,73.856605,New Poona Bakery,18.517027817210945,73.85484481593303,Bakery
575,Pune City        ,18.515797,73.856605,Kaware Ice Cream,18.514828220471887,73.85507243193781,Ice Cream Shop
576,Pune City        ,18.515797,73.856605,Chitale Bandhu Mithaiwale,18.51360263696441,73.85380148377794,Dessert Shop
577,Pune City        ,18.515797,73.856605,Tulshibaug,18.514050067357854,73.8549256324768,Miscellaneous Shop
578,Pune City        ,18.515797,73.856605,Mahatma Phule Mandai,18.513349597939047,73.8560544693351,Fruit & Vegetable Store
579,Pune City        ,18.515797,73.856605,Indrayani Sugarcane Juice,18.51333882460705,73.85457853993292,Juice Bar
580,Pune City        ,18.515797,73.856605,Manyawar,18.514439005241805,73.85338974828196,Men's Store
581,Pune City        ,18.515797,73.856605,Indrayani Rasawanti Gruh,18.513378150411192,73.8540616748798,Juice Bar
582,Pune New Bazar      ,18.506764,73.87990699999999,4 Seasons,18.507704501887808,73.8793347841636,Indian Restaurant
583,Pune New Bazar      ,18.506764,73.87990699999999,Miami Sheesha Lounge,18.50655293139644,73.87862274838982,Hookah Bar
584,Pune New Bazar      ,18.506764,73.87990699999999,Grand Darbar,18.508945264752132,73.87952427711905,Indian Restaurant
585,Pune New Bazar      ,18.506764,73.87990699999999,Burger,18.506785001669016,73.87906715579932,Burger Joint
586,Pune New Bazar      ,18.506764,73.87990699999999,Fashion Street,18.509518329512726,73.87911657992728,Thrift / Vintage Store
587,Pune New Bazar      ,18.506764,73.87990699999999,Donut Magic,18.507253663460084,73.87937497965432,Donut Shop
588,Pune New Bazar      ,18.506764,73.87990699999999,Sujata Mastani,18.50756459789506,73.87919697098998,Ice Cream Shop
589,Pune New Bazar      ,18.506764,73.87990699999999,East End Chinese,18.50688621407581,73.87873185081334,Chinese Restaurant
590,Pune          ,18.513021,73.878765,Venky's Chicken,18.513503048807866,73.87976573679676,Fast Food Restaurant
591,Pune          ,18.513021,73.878765,Kayani Bakery,18.51479706269301,73.87985980267678,Bakery
592,Pune          ,18.513021,73.878765,11 East Street Cafe,18.512403447489135,73.88031499121894,Bar
593,Pune          ,18.513021,73.878765,Thousand Oaks  / 1000 Oaks,18.510671720653598,73.87999263541404,Bar
594,Pune          ,18.513021,73.878765,Kareem's,18.51423826998531,73.87980916072576,Indian Restaurant
595,Pune          ,18.513021,73.878765,Marz O Rin,18.51185910691139,73.88015591898002,Café
596,Pune          ,18.513021,73.878765,Om Jai Shankar Pani Puri,18.511730576956282,73.87641365049377,Snack Place
597,Pune          ,18.513021,73.878765,Mughal's,18.51569010232164,73.87961173532855,Indian Restaurant
598,Pune          ,18.513021,73.878765,JJ Garden Wada Pav,18.516492359111737,73.87883521094803,Food Truck
599,Pune          ,18.513021,73.878765,Kohinoor restaurant,18.511418935387645,73.87873567895245,Breakfast Spot
600,Pune          ,18.513021,73.878765,Main Street,18.51622868793453,73.87881224203392,Plaza
601,Pune          ,18.513021,73.878765,Badshah,18.514381234818085,73.8798577502319,Indian Restaurant
602,Pune          ,18.513021,73.878765,Dorabjee & Sons Restaurant,18.515215292987282,73.87692348133679,Parsi Restaurant
603,Pune          ,18.513021,73.878765,Cafe Toons,18.51627179552993,73.87887552615932,Sports Bar
604,Pune          ,18.513021,73.878765,Poona Cold Drink & Coffee House,18.511446783062645,73.87861126389635,Ice Cream Shop
605,Pune          ,18.513021,73.878765,Radio Hotel,18.5139005525893,73.87732921010343,Indian Restaurant
606,Pune          ,18.513021,73.878765,Subway,18.51589893159622,73.87959171465702,Fast Food Restaurant
607,Pune          ,18.513021,73.878765,Zaika The Veg Treat,18.512241877992427,73.87877778865771,Indian Chinese Restaurant
608,Pune          ,18.513021,73.878765,Priya Restaurant,18.511606308993773,73.87882981672688,Snack Place
609,Pune          ,18.513021,73.878765,Karachi Sweet Mart,18.51517540681883,73.87879317782782,Indian Restaurant
610,Pune          ,18.513021,73.878765,Cafe Yezdan,18.514896093356153,73.8767392864501,Breakfast Spot
611,Pune          ,18.513021,73.878765,C.T. Pundole & sons,18.512302604215186,73.87887740382402,Watch Shop
612,Pune          ,18.513021,73.878765,Shivaji market,18.51345054053528,73.87646365635534,Department Store
613,Pune          ,18.513021,73.878765,Kings,18.514271983458094,73.87978841850867,Indian Restaurant
614,Pune          ,18.513021,73.878765,Kwality restaurant,18.51495663949935,73.87978888408483,Indian Restaurant
615,Pune          ,18.513021,73.878765,Moto,18.516427568865947,73.87932680108173,Motorcycle Shop
616,Pune          ,18.513021,73.878765,Bagban-E-Khaas (Baghban Restaurant),18.514136212372847,73.87986969269402,Indian Restaurant
617,Pune          ,18.513021,73.878765,MonaFood,18.51556715385797,73.8787687651454,Indian Restaurant
618,Pune          ,18.513021,73.878765,Sarangi,18.514658392511233,73.87981712950781,Indian Restaurant
619,Pune          ,18.513021,73.878765,Pasteur Dairy & Bakery,18.51658471165117,73.87885710442178,Ice Cream Shop
620,Pune          ,18.513021,73.878765,Mayur Pure Veg,18.515904104184575,73.87961615242538,Vegetarian / Vegan Restaurant
621,Pune          ,18.513021,73.878765,leather lounge,18.51627387787004,73.87876630418319,Lounge
622,Pune          ,18.513021,73.878765,Fashion Street,18.509518329512726,73.87911657992728,Thrift / Vintage Store
623,Pune          ,18.513021,73.878765,CO2 Live The Smoke,18.516057957154832,73.87883287369493,Lounge
624,Pune          ,18.513021,73.878765,Cafe Yezdan,18.514874381968607,73.87674761275099,Breakfast Spot
625,Pune          ,18.513021,73.878765,Blue Lagoon,18.516009548842757,73.8795702147776,Indian Restaurant
626,Pune          ,18.513021,73.878765,Oasis,18.515345438614798,73.87593536425706,Indian Restaurant
627,Range Hills        ,18.560625,73.83802299999999,M.M. Restaurant,18.56196617331934,73.8365046868337,Diner
628,Range Hills        ,18.560625,73.83802299999999,Reliance Fresh,18.562148303355055,73.83667124721757,Department Store
629,Range Hills        ,18.560625,73.83802299999999,Rosso Bianco,18.56215140893296,73.83557424348498,Italian Restaurant
630,Range Hills        ,18.560625,73.83802299999999,Monginis Cake Shop,18.56229220719714,73.83512050717593,Bakery
631,Range Hills        ,18.560625,73.83802299999999,ICICI Bank & ATM,18.562339275582026,73.83512050717593,Bank
632,Rasta Peth        ,18.516644,73.872355,Hite Bar,18.515297639433705,73.87394363280072,Fast Food Restaurant
633,Rasta Peth        ,18.516644,73.872355,Abs Fitness & Wellness Club,18.51960456608613,73.87412652726975,Gym
634,Rasta Peth        ,18.516644,73.872355,Shantai Hotel Pune,18.519619386289705,73.87108814195811,Bed & Breakfast
635,Rasta Peth        ,18.516644,73.872355,Raasta Cafe,18.519694368148173,73.87089003366609,Comfort Food Restaurant
636,Rasta Peth        ,18.516644,73.872355,Pride Of Hyderabad,18.51715297926503,73.87466669082642,Indian Restaurant
637,Rasta Peth        ,18.516644,73.872355,Eddie's Kitchen,18.517966187668407,73.87454079751964,Chinese Restaurant
638,Rasta Peth        ,18.516644,73.872355,Cafe Blitz,18.517594798950846,73.87182956736854,Café
639,Rasta Peth        ,18.516644,73.872355,Majestic Restaurant,18.51656213155172,73.8749189721943,Indian Restaurant
640,Raviwar Peth        ,18.511860000000002,73.86241700000001,Purohit Sweets,18.513164520263672,73.8603744506836,Food & Drink Shop
641,Raviwar Peth        ,18.511860000000002,73.86241700000001,Raviwar Peth,18.513794307853416,73.86030990808064,Neighborhood
642,Raviwar Peth        ,18.511860000000002,73.86241700000001,NVS The Wholesale Plywood Store,18.511801692750115,73.86552572250366,Furniture / Home Store
643,S.P. College        ,18.508335,73.849416,Tilak Hotel,18.50960261815985,73.84688277838784,Snack Place
644,S.P. College        ,18.508335,73.849416,Badshahi Mess,18.508755414267316,73.84897126474321,Indian Restaurant
645,S.P. College        ,18.508335,73.849416,SP Biryani House,18.508067134805508,73.85035559087343,Indian Restaurant
646,S.P. College        ,18.508335,73.849416,Grahak Peth,18.507649444578256,73.85063253217139,Convenience Store
647,S.P. College        ,18.508335,73.849416,Badshahi Boarding House,18.5088274722442,73.84890531948132,Indian Restaurant
648,S.P. College        ,18.508335,73.849416,Cafe Coffee Day,18.50659737929839,73.85053581499434,Coffee Shop
649,S.P. College        ,18.508335,73.849416,Tilak Smarak Mandir,18.50859988610261,73.84921915770671,Concert Hall
650,S.P. College        ,18.508335,73.849416,Poona Boarding House,18.51156382958739,73.84877234452432,Diner
651,S.P. College        ,18.508335,73.849416,"Cafe Coffee Day, Nucleus Mall",18.509971,73.846668,Coffee Shop
652,S.P. College        ,18.508335,73.849416,Ramnath Misal,18.51039762208949,73.84647508841364,Breakfast Spot
653,S.P. College        ,18.508335,73.849416,Bharat Natya Mandir,18.51084670760506,73.84913540839821,Theater
654,S.P. College        ,18.508335,73.849416,Sugaran's Kolhapuri Non-veg,18.50992972031334,73.84877800941467,Indian Restaurant
655,S.P. College        ,18.508335,73.849416,Rassa - Jasa Hawa Tassa,18.50950514852728,73.84902504106174,Seafood Restaurant
656,S.P. College        ,18.508335,73.849416,Sugrans,18.510444934338313,73.84858282190861,Indian Restaurant
657,S.P. College        ,18.508335,73.849416,Monginis Cake Shop,18.50649699893095,73.85208034627219,Bakery
658,S.P. College        ,18.508335,73.849416,Girija Pav Bhaji Center,18.506250066857902,73.85235816418904,Snack Place
659,Sachapir Street        ,18.513638,73.876726,Om Jai Shankar Pani Puri,18.511730576956282,73.87641365049377,Snack Place
660,Sachapir Street        ,18.513638,73.876726,Dorabjee & Sons Restaurant,18.515215292987282,73.87692348133679,Parsi Restaurant
661,Sachapir Street        ,18.513638,73.876726,Venky's Chicken,18.513503048807866,73.87976573679676,Fast Food Restaurant
662,Sachapir Street        ,18.513638,73.876726,Kayani Bakery,18.51479706269301,73.87985980267678,Bakery
663,Sachapir Street        ,18.513638,73.876726,JJ Garden Wada Pav,18.516492359111737,73.87883521094803,Food Truck
664,Sachapir Street        ,18.513638,73.876726,Main Street,18.51622868793453,73.87881224203392,Plaza
665,Sachapir Street        ,18.513638,73.876726,Kareem's,18.51423826998531,73.87980916072576,Indian Restaurant
666,Sachapir Street        ,18.513638,73.876726,Radio Hotel,18.5139005525893,73.87732921010343,Indian Restaurant
667,Sachapir Street        ,18.513638,73.876726,Cafe Toons,18.51627179552993,73.87887552615932,Sports Bar
668,Sachapir Street        ,18.513638,73.876726,Mughal's,18.51569010232164,73.87961173532855,Indian Restaurant
669,Sachapir Street        ,18.513638,73.876726,Cafe Yezdan,18.514896093356153,73.8767392864501,Breakfast Spot
670,Sachapir Street        ,18.513638,73.876726,Hite Bar,18.515297639433705,73.87394363280072,Fast Food Restaurant
671,Sachapir Street        ,18.513638,73.876726,Subway,18.51589893159622,73.87959171465702,Fast Food Restaurant
672,Sachapir Street        ,18.513638,73.876726,Kohinoor restaurant,18.511418935387645,73.87873567895245,Breakfast Spot
673,Sachapir Street        ,18.513638,73.876726,Karachi Sweet Mart,18.51517540681883,73.87879317782782,Indian Restaurant
674,Sachapir Street        ,18.513638,73.876726,Zaika The Veg Treat,18.512241877992427,73.87877778865771,Indian Chinese Restaurant
675,Sachapir Street        ,18.513638,73.876726,Poona Cold Drink & Coffee House,18.511446783062645,73.87861126389635,Ice Cream Shop
676,Sachapir Street        ,18.513638,73.876726,Shivaji market,18.51345054053528,73.87646365635534,Department Store
677,Sachapir Street        ,18.513638,73.876726,Badshah,18.514381234818085,73.8798577502319,Indian Restaurant
678,Sachapir Street        ,18.513638,73.876726,Priya Restaurant,18.511606308993773,73.87882981672688,Snack Place
679,Sachapir Street        ,18.513638,73.876726,C.T. Pundole & sons,18.512302604215186,73.87887740382402,Watch Shop
680,Sachapir Street        ,18.513638,73.876726,MonaFood,18.51556715385797,73.8787687651454,Indian Restaurant
681,Sachapir Street        ,18.513638,73.876726,Kwality restaurant,18.51495663949935,73.87978888408483,Indian Restaurant
682,Sachapir Street        ,18.513638,73.876726,Kings,18.514271983458094,73.87978841850867,Indian Restaurant
683,Sachapir Street        ,18.513638,73.876726,Pasteur Dairy & Bakery,18.51658471165117,73.87885710442178,Ice Cream Shop
684,Sachapir Street        ,18.513638,73.876726,Bagban-E-Khaas (Baghban Restaurant),18.514136212372847,73.87986969269402,Indian Restaurant
685,Sachapir Street        ,18.513638,73.876726,leather lounge,18.51627387787004,73.87876630418319,Lounge
686,Sachapir Street        ,18.513638,73.876726,Cafe Yezdan,18.514874381968607,73.87674761275099,Breakfast Spot
687,Sachapir Street        ,18.513638,73.876726,Sarangi,18.514658392511233,73.87981712950781,Indian Restaurant
688,Sachapir Street        ,18.513638,73.876726,Mayur Pure Veg,18.515904104184575,73.87961615242538,Vegetarian / Vegan Restaurant
689,Sachapir Street        ,18.513638,73.876726,CO2 Live The Smoke,18.516057957154832,73.87883287369493,Lounge
690,Sachapir Street        ,18.513638,73.876726,Oasis,18.515345438614798,73.87593536425706,Indian Restaurant
691,Sachapir Street        ,18.513638,73.876726,Blue Lagoon,18.516009548842757,73.8795702147776,Indian Restaurant
692,Sadashiv Peth        ,18.506685,73.845731,Tilak Hotel,18.50960261815985,73.84688277838784,Snack Place
693,Sadashiv Peth        ,18.506685,73.845731,Janjira Hotel,18.509113911280735,73.84372031997646,Indian Restaurant
694,Sadashiv Peth        ,18.506685,73.845731,Saffron,18.507729238653617,73.84420581641643,Indian Restaurant
695,Sadashiv Peth        ,18.506685,73.845731,"Cafe Coffee Day, Nucleus Mall",18.509971,73.846668,Coffee Shop
696,Sadashiv Peth        ,18.506685,73.845731,Joggers park,18.50495579249733,73.8463333159441,Park
697,Sasanenagar          ,18.491954999999997,73.934513,D Mart,18.49349325118889,73.93475412432797,Department Store
698,Sasanenagar          ,18.491954999999997,73.934513,Gokul Restaurant,18.49177866524557,73.93236637115479,Fast Food Restaurant
699,Sasanenagar          ,18.491954999999997,73.934513,Nisarg  Snacks Center,18.49062196913351,73.93259229315639,Breakfast Spot
700,Sasanenagar          ,18.491954999999997,73.934513,Rameshwar Mobile,18.490680694580078,73.9319076538086,Mobile Phone Shop
701,Sasanenagar          ,18.491954999999997,73.934513,Jai Ambika Hotel,18.488807081295924,73.93267266216827,Indian Restaurant
702,Shaniwar Peth        ,18.519284,73.852486,Fish Curry Rice,18.51641491600367,73.85093360732121,Seafood Restaurant
703,Shaniwar Peth        ,18.519284,73.852486,Shaniwar Wada,18.52015119740706,73.85518729036599,Historic Site
704,Shaniwar Peth        ,18.519284,73.852486,New Poona Bakery,18.517027817210945,73.85484481593303,Bakery
705,Shaniwar Peth        ,18.519284,73.852486,Sudarshan Rang Manch (Hall),18.518073602010816,73.85139692685293,Theater
706,Shaniwar Peth        ,18.519284,73.852486,natural icecream,18.51967032507075,73.85461299755487,Ice Cream Shop
707,Shaniwar Peth        ,18.519284,73.852486,Rasoi Dining Hall,18.518495972917574,73.85005305317975,Indian Restaurant
708,Shaniwar Peth        ,18.519284,73.852486,Hotel Madhuban,18.519526857276233,73.84892740833926,Food
709,Shivaji Housing Society      ,18.530188,73.829915,Spice Kitchen,18.531886864925845,73.82957091082835,Asian Restaurant
710,Shivaji Housing Society      ,18.530188,73.829915,Paasha,18.53207679304871,73.82956401247087,Lounge
711,Shivaji Housing Society      ,18.530188,73.829915,JW Marriott Hotel Pune,18.5324152,73.8297728,Hotel
712,Shivaji Housing Society      ,18.530188,73.829915,Pune Baking Company,18.531971811632015,73.82983372978156,Bakery
713,Shivaji Housing Society      ,18.530188,73.829915,Alto Vino,18.53197888529939,73.82979570889925,Italian Restaurant
714,Shivaji Housing Society      ,18.530188,73.829915,"Lobby Lounge, JW Marriott",18.531915245410474,73.82962901996032,Lounge
715,Shivaji Housing Society      ,18.530188,73.829915,Miami,18.532031656442765,73.82983294825146,Nightclub
716,Shivaji Housing Society      ,18.530188,73.829915,Shakahari,18.53186512027384,73.82956454603062,Vegetarian / Vegan Restaurant
717,Shivaji Housing Society      ,18.530188,73.829915,Mainland China,18.531659593909822,73.82975495714788,Chinese Restaurant
718,Shivaji Housing Society      ,18.530188,73.829915,Tales And Spirits,18.5307837944114,73.82872334210879,Bistro
719,Shivaji Housing Society      ,18.530188,73.829915,The Pavillion,18.532861,73.829802,Shopping Mall
720,Shivaji Housing Society      ,18.530188,73.829915,Tien,18.530260170328454,73.8324901968085,Deli / Bodega
721,Shivaji Housing Society      ,18.530188,73.829915,Subway,18.529155,73.830866,Sandwich Place
722,Shivaji Housing Society      ,18.530188,73.829915,cafe coffee day,18.530578864852384,73.82944584358319,Coffee Shop
723,Shivaji Housing Society      ,18.530188,73.829915,Cafe Coffee Day,18.53047280848842,73.8293580474668,Café
724,Shivaji Housing Society      ,18.530188,73.829915,Domino's Pizza,18.52929871336244,73.82996636290308,Pizza Place
725,Shivaji Housing Society      ,18.530188,73.829915,Cognizant Technology Solutions,18.531271466049308,73.82992451087625,IT Services
726,Shivaji Housing Society      ,18.530188,73.829915,Good Food Kitchen,18.531715626259867,73.8313010399871,Fast Food Restaurant
727,Shivaji Housing Society      ,18.530188,73.829915,eat some,18.531857549411026,73.8314446303143,Snack Place
728,Shivaji Housing Society      ,18.530188,73.829915,Pune Baking Company,18.533781,73.82983,Café
729,Shivajinagar          ,18.527442,73.849065,Modern PDMBA Sports Complex,18.52551169684312,73.84787007012933,Stadium
730,Shivajinagar          ,18.527442,73.849065,Panchali Restaurant,18.52589862801796,73.85018246363045,Fast Food Restaurant
731,Shivajinagar          ,18.527442,73.849065,Modern Cafe,18.527055894043603,73.85143946115741,Indian Restaurant
732,Shivajinagar          ,18.527442,73.849065,Cafe Coffee Day,18.52630878466589,73.85069847106934,Café
733,Shivajinagar          ,18.527442,73.849065,Kensha Mobiles,18.526500112769643,73.8505331530461,Electronics Store
734,Shivajinagar          ,18.527442,73.849065,Fountain Restro N Bar,18.52666549966732,73.85196410769333,Bar
735,Shivajinagar          ,18.527442,73.849065,Bamboo House,18.5267279196609,73.85139782418395,Indian Restaurant
736,Shivajinagar          ,18.527442,73.849065,Hotel Surabhi,18.525527967770824,73.84976179727619,Indian Restaurant
737,Shivajinagar          ,18.527442,73.849065,Sudama Bar & Restaurant,18.526122884846785,73.85219938316142,Bar
738,Shivajinagar          ,18.527442,73.849065,NCR,18.526163438042786,73.85039008821276,Tea Room
739,Shivajinagar          ,18.527442,73.849065,jangli maharaj mandir,18.52696115175991,73.85026554663571,Historic Site
740,Shivajinagar          ,18.527442,73.849065,World Of Veg,18.530015513098554,73.85159395685335,Restaurant
741,Shivane          ,18.463754,73.784363,suruchi pure veg fast food,18.46556371709262,73.78570298037687,Fast Food Restaurant
742,Shukrawar Peth        ,18.512501,73.85673299999999,Raja Dinkar Kelkar museum,18.510743623888896,73.85438919067383,History Museum
743,Shukrawar Peth        ,18.512501,73.85673299999999,Shrikrishna Bhuvan,18.51349411364069,73.85507354346112,Snack Place
744,Shukrawar Peth        ,18.512501,73.85673299999999,Shree Wadeshwar Bhuvan,18.510752727983352,73.85374824193698,Vegetarian / Vegan Restaurant
745,Shukrawar Peth        ,18.512501,73.85673299999999,Hotel Agatya,18.514450921596094,73.85427023461997,Indian Restaurant
746,Shukrawar Peth        ,18.512501,73.85673299999999,Chitale Bandhu Mithaiwale,18.51360263696441,73.85380148377794,Dessert Shop
747,Shukrawar Peth        ,18.512501,73.85673299999999,Mahatma Phule Mandai,18.513349597939047,73.8560544693351,Fruit & Vegetable Store
748,Shukrawar Peth        ,18.512501,73.85673299999999,Kaware Ice Cream,18.514828220471887,73.85507243193781,Ice Cream Shop
